Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_045788615.1	ASM4578861v1	Aegolius funereus					B10K-D-DBG-33			Scaffold	2024-12-06	JBJGKS01	211787
GCA_038406155.1	ASM3840615v1	Pyrrhura leucotis					ANSP 175865			Scaffold	2024-04-22	JBCAUH01	612349
GCA_040967535.1	ASM4096753v1	Otus lempiji					FMNH 213903			Scaffold	2024-07-30	JBEUDB01	33946
GCA_025448015.1	ASM2544801v1	Bolborhynchus lineola					IRGN KD72KNXJUQ			Scaffold	2022-09-27	JAOEHX01	101365
GCA_035047045.1	ASM3504704v1	Vireo griseus					IRGN HIELD59E54			Scaffold	2024-01-03	JAWWMJ01	74211
GCA_036873685.1	ASM3687368v1	Agapornis canus					FMNH 384673			Scaffold	2024-02-26	JBAFWW01	77046
GCA_040967915.1	ASM4096791v1	Indicator exilis					DRL 1029			Scaffold	2024-07-30	JBFNWZ01	740562
GCA_025629905.1	ASM2562990v1	Lorius lory					IRGN EL7VPO5C03			Scaffold	2022-10-08	JAOSLQ01	165191
GCA_044758255.1	ASM4475825v1	Megascops albogularis					FMNH 287980			Scaffold	2024-11-10	JBIMPI01	343338
GCA_010014875.2	ASM1001487v2	Psitteuteles goldiei					Piper_X7F3MAPY5K	male		Scaffold	2022-07-29	JAAAKH02	212047
GCA_013400855.1	ASM1340085v1	Buphagus erythrorhynchus					B10K-DU-012-02	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTT01	267835
GCA_024363085.1	ASM2436308v1	Eos semilarvata					ZHQG8TVA46	female		Scaffold	2022-07-21	JANDED01	126226
GCA_027497835.1	ASM2749783v1	Accipiter erythropus					KU 110957			Scaffold	2022-12-30	JANBPL01	111271
GCA_026284725.1	ASM2628472v1	Eupsittula canicularis					7NDEHVATND			Scaffold	2022-11-22	JANEXJ01	294613
GCA_009936445.2	ASM993644v2	Anodorhynchus hyacinthinus					LEKZKR9XQ3			Scaffold	2022-07-21	WOUG02	259732
GCA_043658175.1	ASM4365817v1	Vireo flavifrons					FMNH 175951			Scaffold	2024-10-23	JBIELI01	464246
GCA_010014925.2	ASM1001492v2	Lorius garrulus					Tuckie_XQVJVZF3ZU	female		Scaffold	2022-11-30	JAAAKI02	137646
GCA_041107975.1	ASM4110797v1	Pogoniulus atroflavus					DRL 893			Scaffold	2024-08-08	JBFNGO01	490390
GCA_026153235.1	ASM2615323v1	Morphnarchus princeps					IRGN C5323HG16F			Scaffold	2022-11-12	JAPFFO01	10158
GCA_046039615.1	ASM4603961v1	Cacatua haematuropygia					FMNH 247386			Scaffold	2024-12-11	JBJJTC01	974062
GCA_034782615.1	ASM3478261v1	Geranoaetus melanoleucus					FMNH 296557			Scaffold	2023-12-28	JAVKKU01	8304
GCA_045782225.1	ASM4578222v1	Picoides tridactylus					CUBE246	female		Scaffold	2024-12-06	JBJGFP01	243010
GCA_040967055.1	ASM4096705v1	Ramphastos swainsonii					LSU B11712			Scaffold	2024-07-30	JBEUER01	67972
GCA_025629865.1	ASM2562986v1	Cyanoliseus patagonus					IRGN NJKN8KX361			Scaffold	2022-10-08	JAOTBC01	98728
GCA_044758235.1	ASM4475823v1	Megascops ingens					FMNH 287769			Scaffold	2024-11-10	JBIMPG01	732440
GCA_024363185.1	ASM2436318v1	Accipiter hiogaster					KU 97031			Scaffold	2022-07-21	JANCIS01	105681
GCA_044758585.1	ASM4475858v1	Cyanomitra olivacea					DRL 879			Scaffold	2024-11-10	JBINKP01	312382
GCA_040496115.1	ASM4049611v1	Ramphastos ariel					LSU B35555			Scaffold	2024-07-03	JBEUWU01	74167
GCA_027479025.1	ASM2747902v1	Accipiter melanoleucus					LACM 78235			Scaffold	2022-12-28	JANEXH01	254994
GCA_040967585.1	ASM4096758v1	Cyanoramphus saisseti					FMNH 268438			Scaffold	2024-07-30	JBEUDC01	107528
GCA_040966935.1	ASM4096693v1	Ramphastos cuvieri					KU B951			Scaffold	2024-07-30	JBEUDG01	102120
GCA_040967015.1	ASM4096701v1	Ramphastos brevis					LSU B12175			Scaffold	2024-07-30	JBEUDI01	90924
GCA_039877255.1	ASM3987725v1	Loriculus beryllinus					FMNH 257603			Scaffold	2024-05-28	JBCJKH01	449077
GCA_024320935.1	ASM2432093v1	Eupsittula cactorum					FMNH birds-392794			Scaffold	2022-07-18	JANDAZ01	265411
GCA_040967075.1	ASM4096707v1	Ramphastos toco					LSU B38206			Scaffold	2024-07-30	JBEUES01	100226
GCA_040966975.1	ASM4096697v1	Ramphastos dicolorus					KU B282			Scaffold	2024-07-30	JBEUDH01	101122
GCA_026283665.1	ASM2628366v1	Amazona leucocephala					IRGN HW1F5JZ8V1			Scaffold	2022-11-22	JANDEE01	310168
GCA_032357685.1	ASM3235768v1	Anas capensis					IRGN REW671			Scaffold	2023-10-04	JAUELN01	7576
GCA_038381715.1	ASM3838171v1	Anas bahamensis					UAM:Bird:36736			Scaffold	2024-04-18	JBBYHN01	144616
GCA_026283825.1	ASM2628382v1	Poicephalus rufiventris					FMNH birds-363140			Scaffold	2022-11-22	JANEXB01	227109
GCA_035221315.1	ASM3522131v1	Tauraco hartlaubi					IRGN DJUNFMT7CS			Scaffold	2024-01-08	JAXUDX01	53615
GCA_041221825.1	ASM4122182v1	Spermophaga poliogenys					DRL 880			Scaffold	2024-08-12	JBGDLV01	662901
GCA_024363025.1	ASM2436302v1	Callocephalon fimbriatum					23YATIRNP8	female		Scaffold	2022-07-21	JANDEC01	153221
GCA_013399775.1	ASM1339977v1	Semnornis frantzii					B10K-DU-001-42	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYK01	249644
GCA_040967635.1	ASM4096763v1	Brotogeris sanctithomae					FMNH 399406			Scaffold	2024-07-30	JBEUDE01	124355
GCA_043658195.1	ASM4365819v1	Sasia africana					DRL 939			Scaffold	2024-10-23	JBIGID01	551797
GCA_010015045.2	ASM1001504v2	Lophochroa leadbeateri					NFDCT17Z3U			Scaffold	2022-07-29	JAAAKP02	139808
GCA_031762955.1	ASM3176295v1	Psittacula longicauda					FMNH 276140			Scaffold	2023-09-20	JAUEKQ01	94978
GCA_041045105.1	ASM4104510v1	Malimbus malimbicus					DRL 1051			Scaffold	2024-08-05	JBFSWY01	728932
GCA_040967655.1	ASM4096765v1	Otus lettia					FMNH 230033			Scaffold	2024-07-30	JBFBVQ01	70689
GCA_041731375.1	ASM4173137v1	Stizorhina fraseri					DRL 888			Scaffold	2024-09-03	JBGOFJ01	855727
GCA_032274085.1	ASM3227408v1	Milvago chimachima					FMNH 295956			Scaffold	2023-10-02	JAUTDA01	15842
GCA_040967935.1	ASM4096793v1	Bleda syndactylus					DRL 878			Scaffold	2024-07-30	JBFNGH01	476587
GCA_026770115.1	ASM2677011v1	Aviceda subcristata					KU 98819			Scaffold	2022-12-09	JANVCT01	15356
GCA_032274665.1	ASM3227466v1	Psittacula columboides					FMNH 229482			Scaffold	2023-10-02	JARWLR01	142095
GCA_032191525.1	ASM3219152v1	Spatula querquedula					UWBM 36215			Scaffold	2023-09-29	JAUJPN01	95062
GCA_025309315.1	ASM2530931v1	Melierax canorus					LACM 79106			Scaffold	2022-09-20	JAOBAN01	7934
GCA_013396815.1	ASM1339681v1	Corythaeola cristata					B10K-CU-031-40	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBMX01	36534
GCA_027497855.1	ASM2749785v1	Accipiter striatus					LSUMZ B-38859			Scaffold	2022-12-30	JANCMG01	410584
GCA_041108275.1	ASM4110827v1	Buccanodon duchaillui					DRL 915			Scaffold	2024-08-08	JBFNXB01	921626
GCA_034782435.1	ASM3478243v1	Clanga hastata					ZWLTNRUSJR			Scaffold	2023-12-28	JAVKKQ01	12517
GCA_040967795.1	ASM4096779v1	Ramphastos vitellinus					KU B1237			Scaffold	2024-07-30	JBEUEU01	124063
GCA_043658255.1	ASM4365825v1	Vireo crassirostris					FMNH 25351			Scaffold	2024-10-23	JBIELJ01	603980
GCA_026283745.1	ASM2628374v1	Eupsittula aurea					FMNH birds-392679			Scaffold	2022-11-22	JANEWX01	241407
GCA_027564675.1	ASM2756467v1	Nisaetus cirrhatus					LACM Birds 32809			Scaffold	2023-01-03	JANXJJ01	7972
GCA_035590425.1	ASM3559042v1	Falco rupicolus					FMNH 101582			Scaffold	2024-01-11	JAVJGO01	12906
GCA_026930705.1	ASM2693070v1	Buteo nitidus					ANSP 21044			Scaffold	2022-12-16	JANVCP01	14289
GCA_040967755.1	ASM4096775v1	Ramphastos tucanus					LSU B48431			Scaffold	2024-07-30	JBEUET01	122048
GCA_041296155.1	ASM4129615v1	Neocossyphus poensis					DRL 955			Scaffold	2024-08-15	JBGGHX01	882576
GCA_040496095.1	ASM4049609v1	Ramphastos culminatus					LSU B42755			Scaffold	2024-07-03	JBEUWR01	122901
GCA_041108335.1	ASM4110833v1	Eurillas ansorgei					DRL 1094			Scaffold	2024-08-08	JBFNWW01	580602
GCA_025308995.1	ASM2530899v1	Buteo ventralis					LACM 56760			Scaffold	2022-09-20	JANUXP01	10157
GCA_032270845.1	ASM3227084v1	Branta hutchinsii					IRGN T4EW5LSYYX			Scaffold	2023-10-02	JAUPTO01	20291
GCA_041108115.1	ASM4110811v1	Cyanomitra cyanolaema					DRL 1024			Scaffold	2024-08-08	JBFODY01	687629
GCA_024331645.1	ASM2433164v1	Poicephalus robustus					FMNH birds-350829			Scaffold	2022-07-19	JANDJS01	211269
GCA_034779955.1	ASM3477995v1	Acanthis cabaret					FMNH 177662			Scaffold	2023-12-28	JAUYWM01	306530
GCA_032357305.1	ASM3235730v1	Amazona mercenarius					FMNH 287767			Scaffold	2023-10-04	JAUELS01	126098
GCA_038406475.1	ASM3840647v1	Anas carolinensis					ANSP:skin:189308			Scaffold	2024-04-22	JBCAUC01	1462402
GCA_032274705.1	ASM3227470v1	Trichoglossus johnstoniae					IRGN SDZ-M72KFAIB74			Scaffold	2023-10-02	JARWLS01	126100
GCA_026770385.1	ASM2677038v1	Circaetus cinerascens					LACM 64143			Scaffold	2022-12-09	JANZLZ01	76703
GCA_030556125.1	ASM3055612v1	Pyrrhura berlepschi					ANSP 176701			Scaffold	2023-07-31	JAUHVJ01	239606
GCA_041107995.1	ASM4110799v1	Pogoniulus bilineatus					DRL 909			Scaffold	2024-08-08	JBFPDQ01	545637
GCA_026283865.1	ASM2628386v1	Poicephalus meyeri					Q8NA833WJ7			Scaffold	2022-11-22	JANHGE01	228845
GCA_034782895.1	ASM3478289v1	Agapornis fischeri					QFHFIH5BJU			Scaffold	2023-12-28	JAVHNB01	141422
GCA_025448235.2	ASM2544823v2	Buteogallus gundlachii					IRGN 1XXD2SGD2L			Scaffold	2023-09-20	JAOEJP02	792820
GCA_040967695.1	ASM4096769v1	Megascops choliba					FMNH 62510			Scaffold	2024-07-30	JBFCBS01	121169
GCA_034783455.1	ASM3478345v1	Micropsitta finschii					FMNH 153412			Scaffold	2023-12-28	JAVHNF01	138020
GCA_041108295.1	ASM4110829v1	Morus capensis					FMNH 269400			Scaffold	2024-08-08	JBFTWY01	218635
GCA_041296175.1	ASM4129617v1	Campethera caroli					DRL 1055			Scaffold	2024-08-15	JBGGHU01	521055
GCA_025447935.1	ASM2544793v1	Barnardius zonarius					IRGN E2RLKO3T3F			Scaffold	2022-09-27	JAOEHM01	126453
GCA_029814485.1	ASM2981448v1	Erythrotriorchis buergersi					IRGN BBM-NG-54096			Scaffold	2023-04-18	JAPTGX01	5263
GCA_041108175.1	ASM4110817v1	Pardipicus nivosus					DRL 908			Scaffold	2024-08-08	JBFTWP01	867675
GCA_041108415.1	ASM4110841v1	Eurillas latirostris					DRL 881			Scaffold	2024-08-08	JBGBCZ01	633399
GCA_024331665.1	ASM2433166v1	Amazona autumnalis					IRGN HJ6MFZFI5Z			Scaffold	2022-07-20	JANDJX01	699757
GCA_044758155.1	ASM4475815v1	Bubo virginianus					22-717-kidney			Scaffold	2024-11-10	JBIMPA01	55559
GCA_032274425.1	ASM3227442v1	Falco moluccensis					FMNH 100977			Scaffold	2023-10-02	JAUTCE01	23926
GCA_048604585.1	ASM4860458v1	Chloephaga hybrida					MMNH:Bird:42140			Scaffold	2025-03-18	JBMAHD01	32016
GCA_034783435.1	ASM3478343v1	Agapornis swindernianus					TD9N8J5WM0			Scaffold	2023-12-28	JAVHNG01	177922
GCA_032466675.1	ASM3246667v1	Forpus modestus					FMNH 208172			Scaffold	2023-10-10	JASKND01	152341
GCA_031763565.1	ASM3176356v1	Amazona festiva					FMNH 185563			Scaffold	2023-09-20	JARPRK01	172242
GCA_038406075.1	ASM3840607v1	Anas aucklandica					ANSP:skin:77177			Scaffold	2024-04-22	JBCATX01	249629
GCA_047291975.1	ASM4729197v1	Bycanistes subcylindricus					LACM 75261			Scaffold	2025-01-28	JBKOJK01	32259
GCA_032274645.1	ASM3227464v1	Enicognathus ferrugineus					LACM 104800			Scaffold	2023-10-02	JARSDX01	132832
GCA_036872955.1	ASM3687295v1	Serinus citrinella					FMNH 343157			Scaffold	2024-02-26	JAYRBP01	15071
GCA_027564555.1	ASM2756455v1	Buteo swainsoni					ANSP 26162			Scaffold	2023-01-03	JANXJI01	8226
GCA_034782535.1	ASM3478253v1	Accipiter rhodogaster					FMNH 102059			Scaffold	2023-12-28	JAVKKR01	42346
GCA_013400675.1	ASM1340067v1	Oxylabes madagascariensis					B10K-DU-002-81	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZR01	388344
GCA_026930925.1	ASM2693092v1	Chelictinia riocourii					LACM Birds 54504			Scaffold	2022-12-16	JANZLP01	11953
GCA_041107575.1	ASM4110757v1	Vireo carmioli					FMNH 72538			Scaffold	2024-08-08	JBFCYI01	117513
GCA_030264335.1	ASM3026433v1	Enicognathus leptorhynchus					FMNH 316644			Scaffold	2023-06-13	JASCRF01	133873
GCA_043110175.1	ASM4311017v1	Loriculus vernalis					FMNH 229488			Scaffold	2024-10-14	JBHUPL01	933209
GCA_024361725.1	ASM2436172v1	Pionus maximiliani					IRGN 7GL61TBBSW			Scaffold	2022-07-20	JANEMH01	253601
GCA_026213055.1	ASM2621305v1	Leucopternis melanops					ANSP 20959			Scaffold	2022-11-16	JANZMA01	8032
GCA_041108155.1	ASM4110815v1	Cisticola cherina					FMNH 396211			Scaffold	2024-08-08	JBFOLG01	818286
GCA_041108475.1	ASM4110847v1	Vireo vicinior					FMNH 175929			Scaffold	2024-08-08	JBGAAJ01	1102810
GCA_034780675.1	ASM3478067v1	Spinus atriceps					FMNH 189863			Scaffold	2023-12-28	JAVRMD01	29599
GCA_046224965.1	ASM4622496v1	Touit costaricensis					FMNH 44475			Scaffold	2024-12-18	JBJUSI01	469868
GCA_034780215.1	ASM3478021v1	Carduelis corsicana					FMNH 343161			Scaffold	2023-12-28	JAUYWN01	327979
GCA_038406135.1	ASM3840613v1	Vireo solitarius					FMNH 147764			Scaffold	2024-04-22	JBCAUE01	548800
GCA_032353435.1	ASM3235343v1	Amazona farinosa					FMNH 153727			Scaffold	2023-10-04	JAUCNK01	164653
GCA_034782595.1	ASM3478259v1	Aquila rapax					FMNH 293464			Scaffold	2023-12-28	JAVKKT01	30839
GCA_027575105.1	ASM2757510v1	Haliastur sphenurus					ANSP 22972			Scaffold	2023-01-06	JANZXZ01	34625
GCA_032274405.1	ASM3227440v1	Accipiter meyerianus					FMNH 153357			Scaffold	2023-10-02	JAUTCD01	65651
GCA_034779935.1	ASM3477993v1	Loxia pytyopsittacus					FMNH 126802			Scaffold	2023-12-28	JAUYWL01	238218
GCA_025727875.1	ASM2572787v1	Circus maillardi					H7TNOLYJAL			Scaffold	2022-10-17	JAOEIJ01	10749
GCA_032466415.1	ASM3246641v1	Forpus xanthopterygius					FMNH 123359			Scaffold	2023-10-10	JASSWD01	160638
GCA_025448135.1	ASM2544813v1	Haliaeetus ichthyaetus					CGW5D3L824			Scaffold	2022-09-27	JAOEHU01	68955
GCA_034782915.1	ASM3478291v1	Forpus coelestis					FMNH 119061			Scaffold	2023-12-28	JAVHNA01	170905
GCA_044474985.1	ASM4447498v1	Megascops trichopsis					FMNH 137851			Scaffold	2024-11-05	JBISCZ01	1295512
GCA_034783195.1	ASM3478319v1	Agapornis taranta					VXE21XGYXP			Scaffold	2023-12-28	JAVHND01	189412
GCA_031001785.1	ASM3100178v1	Psittacula himalayana					FMNH 211037			Scaffold	2023-08-30	JAUHVH01	157882
GCA_027575145.1	ASM2757514v1	Gyps rueppelli					LACM 61059			Scaffold	2023-01-06	JANZYA01	7078
GCA_034783095.1	ASM3478309v1	Forpus spengeli					FMNH 72336			Scaffold	2023-12-28	JAVHMY01	605546
GCA_032353375.1	ASM3235337v1	Forpus cyanopygius					FMNH 154455			Scaffold	2023-10-04	JAUCNI01	169730
GCA_031763585.1	ASM3176358v1	Pyrrhura subandina					ANSP 160666			Scaffold	2023-09-20	JARUHF01	145530
GCA_047713385.1	ASM4771338v1	Lamprotornis caudatus					SFHKKQZAOT			Scaffold	2025-02-12	JBLKSR01	334518
GCA_041221765.1	ASM4122176v1	Otus semitorques					FMNH 226369			Scaffold	2024-08-12	JBGDLU01	323188
GCA_047748055.1	ASM4774805v1	Bycanistes fistulator					LACM 71088			Scaffold	2025-02-12	JBLLKZ01	40565
GCA_032466695.1	ASM3246669v1	Forpus crassirostris					FMNH 153740			Scaffold	2023-10-10	JASVEP01	163963
GCA_034781195.1	ASM3478119v1	Circaetus spectabilis					FMNH 212981			Scaffold	2023-12-28	JAVLTE01	21364
GCA_034640395.1	ASM3464039v1	Spinus spinescens					FMNH 220593			Scaffold	2023-12-26	JAUYUU01	21777
GCA_041442495.1	ASM4144249v1	Leptoptilos crumenifer					FMNH 269478			Scaffold	2024-08-23	JBFSEP01	1011253
GCA_042902855.1	ASM4290285v1	Loriculus philippensis					FMNH 184089			Scaffold	2024-10-10	JBHNWE01	633305
GCA_034782555.1	ASM3478255v1	Lophaetus occipitalis					FMNH 282642			Scaffold	2023-12-28	JAVKKS01	42721
GCA_011762725.2	ASM1176272v2	Pionus senilis					7NLP3JS58T	female		Scaffold	2022-12-29	WURU02	361827
GCA_031762455.1	ASM3176245v1	Myiopsitta luchsi					FMNH 399117			Scaffold	2023-09-20	JARVGU01	175549
GCA_034782935.1	ASM3478293v1	Micropsitta keiensis					FMNH 279964			Scaffold	2023-12-28	JAVHNC01	177924
GCA_038381815.1	ASM3838181v1	Anodorhynchus leari					FMNH 379314			Scaffold	2024-04-18	JBBYGU01	366563
GCA_040966375.1	ASM4096637v1	Lorius hypoinochrous					FMNH 279898			Scaffold	2024-07-30	JBDGEH01	721359
GCA_030265165.1	ASM3026516v1	Pyrrhura pfrimeri					FMNH 75209			Scaffold	2023-06-13	JARDUK01	173092
GCA_032274325.1	ASM3227432v1	Circus macrosceles					FMNH 100392			Scaffold	2023-10-02	JAUTCC01	31181
GCA_032353575.1	ASM3235357v1	Pyrrhura devillei					FMNH 356568			Scaffold	2023-10-04	JAUCNM01	394645
GCA_046269405.1	ASM4626940v1	Asio madagascariensis					FMNH 185845			Scaffold	2024-12-24	JBJNIK01	45811
GCA_034781875.1	ASM3478187v1	Falco chicquera					FMNH 319931			Scaffold	2023-12-28	JAVLTG01	635335
GCA_026259555.1	ASM2625955v1	Protonotaria citrea					IRGN A0WOOL93Z8			Scaffold	2022-11-21	JAOYNP01	23559
GCA_026284865.1	ASM2628486v1	Eos histrio					CNV3YZXO45	female		Scaffold	2022-11-22	JANHHC01	998249
GCA_040967765.1	ASM4096776v1	Bleda ugandae					DRL 886			Scaffold	2024-07-30	JBFCYF01	37918
GCA_027564575.1	ASM2756457v1	Spilornis abbotti								Scaffold	2023-01-03	JANXJH01	38888
GCA_034780875.1	ASM3478087v1	Spinus lawrencei					FMNH 177751			Scaffold	2023-12-28	JAUZTD01	203102
GCA_032357275.1	ASM3235727v1	Micropsitta pusio					FMNH 279971			Scaffold	2023-10-04	JAUELP01	166226
GCA_041731315.1	ASM4173131v1	Euphonia sclateri					FMNH 27046			Scaffold	2024-09-03	JBFPDU01	1017754
GCA_026413525.1	ASM2641352v1	Poicephalus cryptoxanthus					FMNH birds-474716			Scaffold	2022-11-27	JANHOB01	481132
GCA_025311615.1	ASM2531161v1	Parabuteo unicinctus					TCWC 14879			Scaffold	2022-09-20	JAOBAR01	12429
GCA_040966995.1	ASM4096699v1	Touit huetii					FMNH 77408			Scaffold	2024-07-30	JBDGEI01	1377614
GCA_031763605.1	ASM3176360v1	Amazona rhodocorytha					FMNH 355177			Scaffold	2023-09-20	JARPRL01	155463
GCA_032353615.1	ASM3235361v1	Micropsitta geelvinkiana					FMNH 279970			Scaffold	2023-10-04	JAUCNL01	228425
GCA_034768475.1	ASM3476847v1	Alipiopsitta xanthops					FMNH 46972			Scaffold	2023-12-28	JAVHMW01	181481
GCA_030322885.1	ASM3032288v1	Pyrrhura emma					FMNH 97206			Scaffold	2023-06-22	JARFYE01	178774
GCA_041108195.1	ASM4110819v1	Brotogeris versicolurus					FMNH 185557			Scaffold	2024-08-08	JBFPEX01	1074659
GCA_046245015.1	ASM4624501v1	Eos cyanogenia					FMNH 279876			Scaffold	2024-12-21	JBIUFO01	1610257
GCA_036873025.1	ASM3687302v1	Papasula abbotti					ANSP 5328			Scaffold	2024-02-26	JAZDWC01	2199040
GCA_041108055.1	ASM4110805v1	Brotogeris pyrrhoptera					FMNH DWKHKRPECY			Scaffold	2024-08-08	JBFSXC01	991696
GCA_031762855.1	ASM3176285v1	Forpus conspicillatus					FMNH 13674			Scaffold	2023-09-20	JASTSP01	168956
GCA_032274285.1	ASM3227428v1	Polihierax semitorquatus					FMNH 369352			Scaffold	2023-10-02	JAUTDB01	110367
GCA_034782995.1	ASM3478299v1	Amazona versicolor					FMNH 40345			Scaffold	2023-12-28	JAVHMZ01	549427
GCA_040967575.1	ASM4096757v1	Otus icterorhynchus					FMNH 270519			Scaffold	2024-07-30	JBEUSX01	29522
GCA_041108235.1	ASM4110823v1	Otus brucei					FMNH 230012			Scaffold	2024-08-08	JBGAFH01	1311511
GCA_046245095.1	ASM4624509v1	Vireo modestus					FMNH 25495			Scaffold	2024-12-21	JBJLWH01	2311478
GCA_030418925.1	ASM3041892v1	Pyrrhura viridicata					FMNH 72327			Scaffold	2023-07-11	JAUBWV01	184097
GCA_032356925.1	ASM3235692v1	Pyrrhura rhodocephala					FMNH 53433			Scaffold	2023-10-04	JAUELW01	163931
GCA_036872935.1	ASM3687293v1	Serinus pusillus					FMNH 66471			Scaffold	2024-02-26	JAYRBO01	67449
GCA_041045085.1	ASM4104508v1	Tauraco leucotis					7GW9CLIS3B			Scaffold	2024-08-05	JBFTTB01	622787
GCA_026930785.1	ASM2693078v1	Harpyopsis novaeguineae					LAF 2025			Scaffold	2022-12-16	JANZLL01	6256
GCA_046245035.1	ASM4624503v1	Vireo brevipennis					FMNH 247057			Scaffold	2024-12-21	JBIUFP01	1831231
GCA_032274605.1	ASM3227460v1	Cacatua ophthalmica					FMNH 355085			Scaffold	2023-10-02	JAUBOA01	139773
GCA_043110845.1	ASM4311084v1	Megascops kennicottii					FMNH 74747			Scaffold	2024-10-14	JBGOFM01	1323779
GCA_041107595.1	ASM4110759v1	Vireo latimeri					FMNH 25481			Scaffold	2024-08-08	JBFCYQ01	256453
GCA_041107775.1	ASM4110777v1	Otus elegans					FMNH 152192			Scaffold	2024-08-08	JBFSXD01	310687
GCA_031763765.1	ASM3176376v1	Psittacara erythrogenys					FMNH 57428			Scaffold	2023-09-20	JASSZB01	238897
GCA_041221865.1	ASM4122186v1	Otus manadensis					FMNH 219912			Scaffold	2024-08-12	JBGDLS01	986274
GCA_035593285.1	ASM3559328v1	Micropsitta bruijnii					FMNH 279977			Scaffold	2024-01-11	JAVJIA01	1699891
GCA_034782475.1	ASM3478247v1	Amazona xantholora					FMNH 120910			Scaffold	2023-12-28	JAVLTK01	314576
GCA_041107735.1	ASM4110773v1	Vireo bellii					FMNH 17448			Scaffold	2024-08-08	JBFCYH01	353122
GCA_034782155.1	ASM3478215v1	Falco zoniventris					FMNH 185836			Scaffold	2023-12-28	JAVLTH01	248372
GCA_032466355.1	ASM3246635v1	Pionus fuscus					FMNH 108120			Scaffold	2023-10-10	JARWLP01	503069
GCA_038407235.1	ASM3840723v1	Sula variegata					FMNH 62424			Scaffold	2024-04-22	JBBYHI01	945525
GCA_041731435.1	ASM4173143v1	Otus longicornis					FMNH 429202			Scaffold	2024-09-03	JBGOFK01	1710197
GCA_040967895.1	ASM4096789v1	Vireo huttoni					FMNH 118868			Scaffold	2024-07-30	JBFCBT01	999867
GCA_034783755.1	ASM3478375v1	Circaetus cinereus					FMNH 285566			Scaffold	2023-12-28	JAXCMH01	276098
GCA_030265375.1	ASM3026537v1	Cacatua tenuirostris					KU 10638			Scaffold	2023-06-13	JARDVD01	709288
GCA_048604535.1	ASM4860453v1	Sarkidiornis sylvicola					ANSP:skin:186047			Scaffold	2025-03-18	JBMAHI01	43461
GCA_041107795.1	ASM4110779v1	Anastomus lamelligerus					FMNH 192043			Scaffold	2024-08-08	JBFODX01	202214
GCA_035221975.1	ASM3522197v1	Serinus flavivertex					FMNH 83958			Scaffold	2024-01-08	JAYDBR01	282386
GCA_034781895.1	ASM3478189v1	Psittacara finschi					FMNH 206802			Scaffold	2023-12-28	JAVBXA01	2575547
GCA_031764275.1	ASM3176427v1	Poicephalus flavifrons					FMNH 82463			Scaffold	2023-09-20	JARWLQ01	1311156
GCA_041731355.1	ASM4173135v1	Loriculus pusillus					FMNH 343116			Scaffold	2024-09-03	JBGOQO01	801795
GCA_034781455.1	ASM3478145v1	Serinus nigriceps					FMNH 83996			Scaffold	2023-12-28	JAUZTC01	1283029
GCA_047711335.1	ASM4771133v1	Chalcopsitta duivenbodei					IRGN 7UM6EBV0GU			Scaffold	2025-02-12	JBLKSQ01	62127
GCA_041108435.1	ASM4110843v1	Megascops watsonii					FMNH 247145			Scaffold	2024-08-08	JBFSXE01	859088
GCA_041723705.1	ASM4172370v1	Trichoglossus rubiginosus					FMNH 40766			Scaffold	2024-09-02	JARWLT01	1554947
GCA_034509085.1	ASM3450908v1	Spinus yarrellii					FMNH 53366			Scaffold	2023-12-21	JAYDZH01	1463803
GCA_039654605.1	ASM3965460v1	Anodorhynchus glaucus					ANSP 22259			Scaffold	2024-05-16	JBDGEG01	2507186
GCA_032468075.1	ASM3246807v1	Amazona amazonica					FMNH 43296			Scaffold	2023-10-10	JARWLU01	1559867
GCA_034781655.1	ASM3478165v1	Eupsittula astec					FMNH 21866			Scaffold	2023-12-28	JAVBXB01	2037579
