Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_015102455.1	ASM1510245v1	Homo sapiens					LLD0046C	female		Scaffold	2020-10-29	JADEBZ01	15660
GCA_015076225.1	ASM1507622v1	Homo sapiens					LLD0012C-2	male		Scaffold	2020-10-29	JADEAJ01	15978
GCA_015078955.1	ASM1507895v1	Homo sapiens					LLD0012C-2	male		Scaffold	2020-10-29	JADEAK01	15978
GCA_015147525.1	ASM1514752v1	Homo sapiens					BC01201	male		Scaffold	2020-10-30	JADDBL01	14995
GCA_015149995.1	ASM1514999v1	Homo sapiens					BC03901	male		Scaffold	2020-10-30	JADDFL01	14853
GCA_015112335.1	ASM1511233v1	Homo sapiens					LLD0072C	male		Scaffold	2020-10-29	JADECX01	15643
GCA_015112975.1	ASM1511297v1	Homo sapiens					LLD0072C	male		Scaffold	2020-10-29	JADECY01	15643
GCA_015146555.1	ASM1514655v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZI01	14696
GCA_015150795.1	ASM1515079v1	Homo sapiens					BC03901	male		Scaffold	2020-10-30	JADDFK01	14853
GCA_015075905.1	ASM1507590v1	Homo sapiens					FB006	female		Scaffold	2020-10-29	JADDZS01	15326
GCA_015146295.1	ASM1514629v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZJ01	14696
GCA_015086755.1	ASM1508675v1	Homo sapiens					LLD0021C	male		Scaffold	2020-10-29	JADEAU01	15727
GCA_015143235.1	ASM1514323v1	Homo sapiens					FB006	female		Scaffold	2020-10-30	JADDZR01	15326
GCA_015086825.1	ASM1508682v1	Homo sapiens					LLD0021C	male		Scaffold	2020-10-29	JADEAT01	15727
GCA_015145915.1	ASM1514591v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYO01	15749
GCA_015146175.1	ASM1514617v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYP01	15749
GCA_015081235.1	ASM1508123v1	Homo sapiens					LLD0017C-1	female		Scaffold	2020-10-29	JADEAQ01	15748
GCA_015164135.1	ASM1516413v1	Homo sapiens					NTUH-F02-F	male		Scaffold	2020-10-30	JADEJI01	17033
GCA_015156355.1	ASM1515635v1	Homo sapiens					NTUH-F02-F	male		Scaffold	2020-10-30	JADEJH01	17033
GCA_015078775.1	ASM1507877v1	Homo sapiens					LLD0017C-1	female		Scaffold	2020-10-29	JADEAP01	15749
GCA_015146785.1	ASM1514678v1	Homo sapiens					BC00701	male		Scaffold	2020-10-30	JADDAV01	14866
GCA_015147185.1	ASM1514718v1	Homo sapiens					BC00701	male		Scaffold	2020-10-30	JADDAU01	14865
GCA_015146965.1	ASM1514696v1	Homo sapiens					BC00302	female		Scaffold	2020-10-30	JADDAH01	15679
GCA_015147345.1	ASM1514734v1	Homo sapiens					BC00302	female		Scaffold	2020-10-30	JADDAG01	15677
GCA_015147905.1	ASM1514790v1	Homo sapiens					BC00801	male		Scaffold	2020-10-30	JADDAY01	14847
GCA_015074705.1	ASM1507470v1	Homo sapiens					ADD948	male		Scaffold	2020-10-29	JADDZE01	16743
GCA_015147325.1	ASM1514732v1	Homo sapiens					BC00202	female		Scaffold	2020-10-30	JADDAC01	16012
GCA_015074715.1	ASM1507471v1	Homo sapiens					ADD948	male		Scaffold	2020-10-29	JADDZD01	16743
GCA_015158435.1	ASM1515843v1	Homo sapiens					NTUH-F05-M-1	female		Scaffold	2020-10-30	JADEJV01	15499
GCA_015158395.1	ASM1515839v1	Homo sapiens					NTUH-F05-M-1	female		Scaffold	2020-10-30	JADEJW01	15499
GCA_015075825.1	ASM1507582v1	Homo sapiens					FB005	male		Scaffold	2020-10-29	JADDZP01	16309
GCA_015147645.1	ASM1514764v1	Homo sapiens					BC00801	male		Scaffold	2020-10-30	JADDAZ01	14847
GCA_015075875.1	ASM1507587v1	Homo sapiens					FB005	male		Scaffold	2020-10-29	JADDZQ01	16309
GCA_015121745.1	ASM1512174v1	Homo sapiens					LLD0098C	female		Scaffold	2020-10-29	JADEEJ01	17839
GCA_015147045.1	ASM1514704v1	Homo sapiens					BC00202	female		Scaffold	2020-10-30	JADDAD01	16014
GCA_015150055.1	ASM1515005v1	Homo sapiens					BC03701	male		Scaffold	2020-10-30	JADDFD01	15347
GCA_015121695.1	ASM1512169v1	Homo sapiens					LLD0098C	female		Scaffold	2020-10-29	JADEEK01	17839
GCA_015119075.1	ASM1511907v1	Homo sapiens					LLD0078C	female		Scaffold	2020-10-29	JADEDI01	15749
GCA_015150875.1	ASM1515087v1	Homo sapiens					BC03701	male		Scaffold	2020-10-30	JADDFC01	15347
GCA_015078815.1	ASM1507881v1	Homo sapiens					LLD0015C-2	male		Scaffold	2020-10-29	JADEAN01	16996
GCA_015119155.1	ASM1511915v1	Homo sapiens					LLD0078C	female		Scaffold	2020-10-29	JADEDH01	15749
GCA_015074985.1	ASM1507498v1	Homo sapiens					ADD950	male		Scaffold	2020-10-29	JADDZG01	15832
GCA_015078835.1	ASM1507883v1	Homo sapiens					LLD0015C-2	male		Scaffold	2020-10-29	JADEAO01	16996
GCA_015119895.1	ASM1511989v1	Homo sapiens					LLD0082C	male		Scaffold	2020-10-29	JADEDN01	17325
GCA_015074765.1	ASM1507476v1	Homo sapiens					ADD950	male		Scaffold	2020-10-29	JADDZF01	15832
GCA_015119865.1	ASM1511986v1	Homo sapiens					LLD0082C	male		Scaffold	2020-10-29	JADEDO01	17323
GCA_015076105.1	ASM1507610v1	Homo sapiens					LLD0010C	male		Scaffold	2020-10-29	JADEAF01	16432
GCA_015147925.1	ASM1514792v1	Homo sapiens					BC00602	female		Scaffold	2020-10-30	JADDAS01	14755
GCA_015076125.1	ASM1507612v1	Homo sapiens					LLD0010C	male		Scaffold	2020-10-29	JADEAG01	16431
GCA_015075925.1	ASM1507592v1	Homo sapiens					FB007-1	male		Scaffold	2020-10-29	JADDZT01	15528
GCA_015146765.1	ASM1514676v1	Homo sapiens					BC00602	female		Scaffold	2020-10-30	JADDAT01	14755
GCA_015147785.1	ASM1514778v1	Homo sapiens					BC01202	female		Scaffold	2020-10-30	JADDBM01	14627
GCA_015075985.1	ASM1507598v1	Homo sapiens					FB007-1	male		Scaffold	2020-10-29	JADDZU01	15529
GCA_015147445.1	ASM1514744v1	Homo sapiens					BC01202	female		Scaffold	2020-10-30	JADDBN01	14626
GCA_015147865.1	ASM1514786v1	Homo sapiens					BC00802	female		Scaffold	2020-10-30	JADDBA01	14815
GCA_015147625.1	ASM1514762v1	Homo sapiens					BC00802	female		Scaffold	2020-10-30	JADDBB01	14815
GCA_015145165.1	ASM1514516v1	Homo sapiens					GM19921	female		Scaffold	2020-10-30	JADCWX01	21063
GCA_015145505.1	ASM1514550v1	Homo sapiens					GM19921	female		Scaffold	2020-10-30	JADCWW01	21064
GCA_015156315.1	ASM1515631v1	Homo sapiens					NTUH-F02-M	female		Scaffold	2020-10-30	JADEJJ01	15415
GCA_015157105.1	ASM1515710v1	Homo sapiens					NTUH-F02-M	female		Scaffold	2020-10-30	JADEJK01	15415
GCA_015147845.1	ASM1514784v1	Homo sapiens					BC00902	female		Scaffold	2020-10-30	JADDBE01	14294
GCA_015147545.1	ASM1514754v1	Homo sapiens					BC00902	female		Scaffold	2020-10-30	JADDBF01	14293
GCA_015147385.1	ASM1514738v1	Homo sapiens					BC00201	male		Scaffold	2020-10-30	JADDAA01	16557
GCA_015147005.1	ASM1514700v1	Homo sapiens					BC00201	male		Scaffold	2020-10-30	JADDAB01	16553
GCA_015076185.1	ASM1507618v1	Homo sapiens					LLD0011C	male		Scaffold	2020-10-29	JADEAH01	16147
GCA_015125395.1	ASM1512539v1	Homo sapiens					LLD0120C	male		Scaffold	2020-10-29	JADEFP01	16388
GCA_015089495.1	ASM1508949v1	Homo sapiens					LLD0026C	female		Scaffold	2020-10-29	JADEAZ01	14782
GCA_015125975.1	ASM1512597v1	Homo sapiens					LLD0120C	male		Scaffold	2020-10-29	JADEFQ01	16387
GCA_015076245.1	ASM1507624v1	Homo sapiens					LLD0011C	male		Scaffold	2020-10-29	JADEAI01	16147
GCA_015089475.1	ASM1508947v1	Homo sapiens					LLD0026C	female		Scaffold	2020-10-29	JADEBA01	14782
GCA_015110565.1	ASM1511056v1	Homo sapiens					LLD0064C	male		Scaffold	2020-10-29	JADECS01	16838
GCA_015110625.1	ASM1511062v1	Homo sapiens					LLD0064C	male		Scaffold	2020-10-29	JADECR01	16838
GCA_015112435.1	ASM1511243v1	Homo sapiens					LLD0070C	male		Scaffold	2020-10-29	JADECV01	17019
GCA_015112355.1	ASM1511235v1	Homo sapiens					LLD0070C	male		Scaffold	2020-10-29	JADECW01	17019
GCA_015075805.1	ASM1507580v1	Homo sapiens					FB002	male		Scaffold	2020-10-29	JADDZN01	16701
GCA_015158455.1	ASM1515845v1	Homo sapiens					NTUH-F05-F-1	male		Scaffold	2020-10-30	JADEJT01	15332
GCA_015075865.1	ASM1507586v1	Homo sapiens					FB002	male		Scaffold	2020-10-29	JADDZO01	16700
GCA_015158415.1	ASM1515841v1	Homo sapiens					NTUH-F05-F-1	male		Scaffold	2020-10-30	JADEJU01	15333
GCA_015121505.1	ASM1512150v1	Homo sapiens					LLD0090C	male		Scaffold	2020-10-29	JADEDZ01	16977
GCA_015121455.1	ASM1512145v1	Homo sapiens					LLD0090C	male		Scaffold	2020-10-29	JADEEA01	16977
GCA_015078855.1	ASM1507885v1	Homo sapiens					LLD0013C-2	male		Scaffold	2020-10-29	JADEAL01	16117
GCA_015078795.1	ASM1507879v1	Homo sapiens					LLD0013C-2	male		Scaffold	2020-10-29	JADEAM01	16117
GCA_015147425.1	ASM1514742v1	Homo sapiens					BC00101	male		Scaffold	2020-10-30	JADCZW01	16866
GCA_015147105.1	ASM1514710v1	Homo sapiens					BC00101	male		Scaffold	2020-10-30	JADCZX01	16867
GCA_015147605.1	ASM1514760v1	Homo sapiens					BC00901	male		Scaffold	2020-10-30	JADDBD01	15040
GCA_015147885.1	ASM1514788v1	Homo sapiens					BC00901	male		Scaffold	2020-10-30	JADDBC01	15040
GCA_015074665.1	ASM1507466v1	Homo sapiens					0427-ADD974-2	female		Scaffold	2020-10-29	JADDYX01	15204
GCA_015074625.1	ASM1507462v1	Homo sapiens					0427-ADD974-2	female		Scaffold	2020-10-29	JADDYY01	15204
GCA_015147485.1	ASM1514748v1	Homo sapiens					BC01301	male		Scaffold	2020-10-30	JADDBP01	15668
GCA_015147745.1	ASM1514774v1	Homo sapiens					BC01301	male		Scaffold	2020-10-30	JADDBO01	15668
GCA_015128885.1	ASM1512888v1	Homo sapiens					LLD0133C	female		Scaffold	2020-10-29	JADEGO01	17652
GCA_015128765.1	ASM1512876v1	Homo sapiens					LLD0133C	female		Scaffold	2020-10-29	JADEGN01	17652
GCA_015144725.1	ASM1514472v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUW01	17708
GCA_015144105.1	ASM1514410v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUX01	17708
GCA_003113115.1	ASM311311v1	Homo sapiens						female		Scaffold	2018-05-10	PJOH01	20188
GCA_003391555.1	ASM339155v1	Homo sapiens					HG00851	female		Scaffold	2018-08-10	QEHZ01	20350
GCA_015129045.1	ASM1512904v1	Homo sapiens					LLD0140C	male		Scaffold	2020-10-29	JADEGZ01	22294
GCA_015143255.1	ASM1514325v1	Homo sapiens					LLD0140C	male		Scaffold	2020-10-30	JADEHA01	22294
GCA_001500205.1	hirise_NA12878_discovar_L1_L2	Homo sapiens						female		Scaffold	2015-12-30	LOQO01	829027
GCA_003391435.1	ASM339143v1	Homo sapiens					GM21125	female		Scaffold	2018-08-10	QEHV01	22083
GCA_003112915.1	ASM311291v1	Homo sapiens						female		Scaffold	2018-05-10	PJNX01	21964
GCA_015145795.1	ASM1514579v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYH01	18099
GCA_003384065.1	ASM338406v1	Homo sapiens					NA19440	female		Scaffold	2018-08-10	QEHT01	22751
GCA_003112815.1	ASM311281v1	Homo sapiens						female		Scaffold	2018-05-10	PJOA01	22629
GCA_015145975.1	ASM1514597v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYG01	18100
GCA_015145285.1	ASM1514528v1	Homo sapiens						female		Scaffold	2020-10-30	JADCXV01	17620
GCA_003113235.1	ASM311323v1	Homo sapiens						female		Scaffold	2018-05-10	PJOJ01	26766
GCA_015145585.1	ASM1514558v1	Homo sapiens						female		Scaffold	2020-10-30	JADCXU01	17620
GCA_003391495.1	ASM339149v1	Homo sapiens					HG00250	female		Scaffold	2018-08-10	QEHX01	26948
GCA_015145225.1	ASM1514522v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXP01	18068
GCA_015145325.1	ASM1514532v1	Homo sapiens						female		Scaffold	2020-10-30	JADCXH01	18592
GCA_015145565.1	ASM1514556v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXO01	18068
GCA_015145665.1	ASM1514566v1	Homo sapiens						female		Scaffold	2020-10-30	JADCXG01	18593
GCA_002022865.1	10x.supernova.msHG00733	Homo sapiens					HG00733	female		Scaffold	2017-03-07	MSBK01	20931
GCA_003113175.1	ASM311317v1	Homo sapiens						female		Scaffold	2018-05-10	PJOG01	21996
GCA_003391775.1	ASM339177v1	Homo sapiens					HG01971	female		Scaffold	2018-08-10	QEIA01	22143
GCA_003112875.1	ASM311287v1	Homo sapiens						male		Scaffold	2018-05-10	PJNZ01	23583
GCA_003384745.1	ASM338474v1	Homo sapiens					NA19789	male		Scaffold	2018-08-10	QEHU01	23704
GCA_003113215.1	ASM311321v1	Homo sapiens						female		Scaffold	2018-05-10	PJOI01	21576
GCA_003391525.1	ASM339152v1	Homo sapiens					HG00353	female		Scaffold	2018-08-10	QEHY01	21686
GCA_015144265.1	ASM1514426v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWF01	18848
GCA_015144885.1	ASM1514488v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWE01	18848
GCA_003391885.1	ASM339188v1	Homo sapiens					NA18552	female		Scaffold	2018-08-10	QEIE01	22780
GCA_003112955.1	ASM311295v1	Homo sapiens						female		Scaffold	2018-05-10	PJOC01	22633
GCA_003112855.1	ASM311285v1	Homo sapiens						male		Scaffold	2018-05-10	PJOE01	22928
GCA_003391825.1	ASM339182v1	Homo sapiens					HG03115	male		Scaffold	2018-08-10	QEIC01	23084
GCA_015146415.1	ASM1514641v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYN01	18468
GCA_015146695.1	ASM1514669v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYM01	18469
GCA_003112975.1	ASM311297v1	Homo sapiens						female		Scaffold	2018-05-10	PJOD01	21472
GCA_003391855.1	ASM339185v1	Homo sapiens					HG03838	female		Scaffold	2018-08-13	QEID01	21588
GCA_015145835.1	ASM1514583v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYB01	19204
GCA_002022825.1	10x.supernova.msHGP	Homo sapiens					10xHGP	male		Scaffold	2017-03-07	MSBL01	23733
GCA_015146055.1	ASM1514605v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYA01	19204
GCA_002022845.1	10x.supernova.msNA12878	Homo sapiens					NA12878	female		Scaffold	2017-03-07	MSBM01	21551
GCA_002022975.1	10x.supernova.msNA19240	Homo sapiens					NA19240	female		Scaffold	2017-03-07	MSBO01	23486
GCA_003112835.1	ASM311283v1	Homo sapiens						male		Scaffold	2018-05-10	PJOB01	21415
GCA_003382745.1	ASM338274v1	Homo sapiens					GM19068	male		Scaffold	2018-08-10	QEHS01	21606
GCA_015145265.1	ASM1514526v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXT01	20047
GCA_015145895.1	ASM1514589v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXX01	19528
GCA_015145705.1	ASM1514570v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXW01	19528
GCA_003112895.1	ASM311289v1	Homo sapiens						male		Scaffold	2018-05-10	PJOF01	24045
GCA_003391745.1	ASM339174v1	Homo sapiens					HG02623	male		Scaffold	2018-08-10	QEIB01	24208
GCA_015145605.1	ASM1514560v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXS01	20047
GCA_001517065.1	NA12878_discovar	Homo sapiens						female		Scaffold	2015-12-30	LOQN01	858918
GCA_015146425.1	ASM1514642v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYV01	18367
GCA_015146715.1	ASM1514671v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYU01	18367
GCA_015146135.1	ASM1514613v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYL01	19862
GCA_015146015.1	ASM1514601v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYK01	19863
GCA_015146035.1	ASM1514603v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYC01	22699
GCA_015145855.1	ASM1514585v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYD01	22698
GCA_015145305.1	ASM1514530v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXJ01	21444
GCA_002022805.1	10x.supernova.msNA19238	Homo sapiens					NA19238	female		Scaffold	2017-03-07	MSBN01	23016
GCA_015145815.1	ASM1514581v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYF01	19044
GCA_015145645.1	ASM1514564v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXI01	21446
GCA_015145995.1	ASM1514599v1	Homo sapiens						male		Scaffold	2020-10-30	JADCYE01	19045
GCA_002022525.1	10x.supernova.msHG00512	Homo sapiens					HG00512	male		Scaffold	2017-03-07	MSBJ01	22406
GCA_003391465.1	ASM339146v1	Homo sapiens					GM19921	female		Scaffold	2018-08-10	QEHW01	23705
GCA_015145245.1	ASM1514524v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXN01	22407
GCA_015146335.1	ASM1514633v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZF01	21502
GCA_015146575.1	ASM1514657v1	Homo sapiens						female		Scaffold	2020-10-30	JADCZE01	21502
GCA_015145625.1	ASM1514562v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXM01	22408
GCA_015143905.1	ASM1514390v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWJ01	16056
GCA_015144445.1	ASM1514444v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWI01	16055
GCA_015144615.1	ASM1514461v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVY01	16553
GCA_015145065.1	ASM1514506v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVZ01	16552
GCA_003112935.1	ASM311293v1	Homo sapiens						female		Scaffold	2018-05-10	PJNY01	24033
GCA_003391915.1	ASM339191v1	Homo sapiens					GM20587	female		Scaffold	2018-08-10	QEIF01	24183
GCA_015143805.1	ASM1514380v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUZ01	17357
GCA_015144345.1	ASM1514434v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUY01	17355
GCA_002023025.1	10x.supernova.msNA24385	Homo sapiens					NA24385	male		Scaffold	2017-03-07	MSBP01	24910
GCA_015144635.1	ASM1514463v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWC01	16095
GCA_015144505.1	ASM1514450v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWG01	15977
GCA_015143885.1	ASM1514388v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWH01	15978
GCA_015144005.1	ASM1514400v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWD01	16093
GCA_015146455.1	ASM1514645v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYS01	16166
GCA_015146155.1	ASM1514615v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYT01	16164
GCA_015146805.1	ASM1514680v1	Homo sapiens								Scaffold	2020-10-30	JADCZV01	15800
GCA_015147095.1	ASM1514709v1	Homo sapiens								Scaffold	2020-10-30	JADCZU01	15798
GCA_015143845.1	ASM1514384v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWN01	16804
GCA_015144425.1	ASM1514442v1	Homo sapiens						male		Scaffold	2020-10-30	JADCWM01	16804
GCA_015145345.1	ASM1514534v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWY01	16402
GCA_015143765.1	ASM1514376v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWL01	16133
GCA_015145005.1	ASM1514500v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWZ01	16400
GCA_015147165.1	ASM1514716v1	Homo sapiens								Scaffold	2020-10-30	JADCZS01	16307
GCA_015144385.1	ASM1514438v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWK01	16137
GCA_015146845.1	ASM1514684v1	Homo sapiens								Scaffold	2020-10-30	JADCZT01	16304
GCA_015144485.1	ASM1514448v1	Homo sapiens						female		Scaffold	2020-10-30	JADCUQ01	16673
GCA_015143865.1	ASM1514386v1	Homo sapiens						female		Scaffold	2020-10-30	JADCUR01	16673
GCA_015125375.1	ASM1512537v1	Homo sapiens					LLD0110C	male		Scaffold	2020-10-29	JADEFE01	48125
GCA_015125015.1	ASM1512501v1	Homo sapiens					LLD0110C	male		Scaffold	2020-10-29	JADEFD01	48125
GCA_015144015.1	ASM1514401v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUH01	17003
GCA_015144585.1	ASM1514458v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUG01	17003
GCA_015144205.1	ASM1514420v1	Homo sapiens					NA18552	female		Scaffold	2020-10-30	JADCVF01	20502
GCA_015144865.1	ASM1514486v1	Homo sapiens					NA18552	female		Scaffold	2020-10-30	JADCVE01	20508
GCA_015143785.1	ASM1514378v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUT01	17219
GCA_015144365.1	ASM1514436v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUS01	17217
GCA_015145045.1	ASM1514504v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWT01	16142
GCA_015145425.1	ASM1514542v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWS01	16144
GCA_015144565.1	ASM1514456v1	Homo sapiens						female		Scaffold	2020-10-30	JADCVG01	16755
GCA_015143985.1	ASM1514398v1	Homo sapiens						female		Scaffold	2020-10-30	JADCVH01	16751
GCA_015144405.1	ASM1514440v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVM01	16670
GCA_015143825.1	ASM1514382v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVN01	16675
GCA_015144525.1	ASM1514452v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUK01	16402
GCA_015143945.1	ASM1514394v1	Homo sapiens						male		Scaffold	2020-10-30	JADCUL01	16406
GCA_015143965.1	ASM1514396v1	Homo sapiens						female		Scaffold	2020-10-30	JADCVJ01	17105
GCA_015144545.1	ASM1514454v1	Homo sapiens						female		Scaffold	2020-10-30	JADCVI01	17106
GCA_015145445.1	ASM1514544v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXK01	16921
GCA_015145085.1	ASM1514508v1	Homo sapiens						male		Scaffold	2020-10-30	JADCXL01	16919
GCA_015145185.1	ASM1514518v1	Homo sapiens					NA19789	male		Scaffold	2020-10-30	JADCWR01	19427
GCA_015145525.1	ASM1514552v1	Homo sapiens					NA19789	male		Scaffold	2020-10-30	JADCWQ01	19427
GCA_015145375.1	ASM1514537v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWU01	16658
GCA_015145025.1	ASM1514502v1	Homo sapiens						female		Scaffold	2020-10-30	JADCWV01	16661
GCA_015143925.1	ASM1514392v1	Homo sapiens						female		Scaffold	2020-10-30	JADCUP01	17362
GCA_015144465.1	ASM1514446v1	Homo sapiens						female		Scaffold	2020-10-30	JADCUO01	17361
GCA_011801095.1	ASM1180109v1	Homo sapiens					Coriell GM12878	female		Scaffold	2020-03-31	WUUE01	33584
GCA_015145935.1	ASM1514593v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYQ01	21399
GCA_015146215.1	ASM1514621v1	Homo sapiens						female		Scaffold	2020-10-30	JADCYR01	21398
GCA_001483685.1	hirise_NA12878_merac_L1_L2	Homo sapiens						female		Scaffold	2015-12-30	LOEK01	117667
GCA_001483585.1	hirise_NA12878_merac_L1_L2_50%	Homo sapiens						female		Scaffold	2015-12-30	LOQL01	122496
GCA_001483605.1	hirise_NA12878_merac_L1_L2_L3	Homo sapiens						female		Scaffold	2015-12-30	LOQM01	111951
GCA_001500185.1	NA12878_merac_PE	Homo sapiens						female		Scaffold	2015-12-30	LOQP01	264454
GCA_000004845.2	YH_2.0	Homo sapiens						male		Scaffold	2013-06-10	ADDF02	125643
GCA_015144165.1	ASM1514416v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVP01	229279
GCA_015144765.1	ASM1514476v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVO01	229279
GCA_029237265.1	ASM2923726v1	Mus musculus		CAST/EiJ				female		Scaffold	2023-03-17	JARCGL01	1629
GCA_029233705.1	ASM2923370v1	Mus musculus		NZO/HILtJ				female		Scaffold	2023-03-17	JARCGC01	1910
GCA_029233295.1	ASM2923329v1	Mus musculus		WSB/EiJ				female		Scaffold	2023-03-17	JARCFZ01	2019
GCA_029234015.1	ASM2923401v1	Mus musculus		DBA/2J				female		Scaffold	2023-03-17	JARCGE01	1922
GCA_029237465.1	ASM2923746v1	Mus musculus		C3H/HeOuJ				female		Scaffold	2023-03-17	JARCGO01	1694
GCA_029237485.1	ASM2923748v1	Mus musculus		BALB/cJ				female		Scaffold	2023-03-17	JARCGP01	1731
GCA_029255695.1	ASM2925569v1	Mus musculus		129S1/SvImJ				female		Scaffold	2023-03-17	JARCGS01	2402
GCA_029237445.1	ASM2923744v1	Mus musculus		BALB/cByJ				female		Scaffold	2023-03-17	JARCGQ01	1908
GCA_029255665.1	ASM2925566v1	Mus musculus		A/J				female		Scaffold	2023-03-17	JARCGR01	2320
GCA_029237185.1	ASM2923718v1	Mus musculus		CC032				female		Scaffold	2023-03-17	JARCGI01	2781
GCA_029233695.1	ASM2923369v1	Mus musculus		PWK/PhJ				female		Scaffold	2023-03-17	JARCGA01	2502
GCA_029237205.1	ASM2923720v1	Mus musculus		CC015				female		Scaffold	2023-03-17	JARCGJ01	3470
GCA_029236065.1	ASM2923606v1	Mus musculus		CC060				female		Scaffold	2023-03-17	JARCGG01	3589
